FK_COLLECTION_ID,FK_FISH_ID,PK_TISSUE_TYPE,CAPTURE_LOCATION,CAPTURE_DATE,END_CAPTURE_DATE,LATITUDE,LONGITUDE,MESH_SIZE,MESH_SIZE_COMMENT,IS_MISSING_PAIRED_DATA_EXISTS,WELL_HAS_MORE_THAN_ONE_SAMPLE,IS_PRESENT_IN_DATASHEET,IS_PRESENT_BUT_NOT_IN_DS,VIAL_BARCODE,CONTAINER_ARRAY_TYPE_ID,DNA_TRAY_WORKBENCH_ID,DNA_TRAY_CODE,DNA_TRAY_WELL_POS,DNA_TRAY_WELL_CODE,STORAGE_ID,UNIT,SHELF_RACK,SLOT,EXHAUSTED_HOW,EXHAUSTED_BY,EXHAUSTED_DATE,AGENCY,OTHER_AGENCY_KEY,NUM_OTOLITHS_MISSING,OTO_INVENTORY_COMMENT
52496,127,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,G4,31,0000022114,W,2,I,,,,,,0,
52496,128,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,H4,32,0000022114,W,2,I,,,,,,0,
52496,129,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,A5,33,0000022114,W,2,I,,,,,,0,
52496,130,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,B5,34,0000022114,W,2,I,,,,,,0,
52496,131,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,C5,35,0000022114,W,2,I,,,,,,0,
52496,132,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,D5,36,0000022114,W,2,I,,,,,,0,
52496,133,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,E5,37,0000022114,W,2,I,,,,,,0,
52496,134,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,F5,38,0000022114,W,2,I,,,,,,0,
52496,135,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,G5,39,0000022114,W,2,I,,,,,,0,
52496,136,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,H5,40,0000022114,W,2,I,,,,,,0,
52496,137,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,A6,41,0000022114,W,2,I,,,,,,0,
52496,138,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,B6,42,0000022114,W,2,I,,,,,,0,
52496,139,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,C6,43,0000022114,W,2,I,,,,,,0,
52496,140,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,D6,44,0000022114,W,2,I,,,,,,0,
52496,141,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,E6,45,0000022114,W,2,I,,,,,,0,
52496,142,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,F6,46,0000022114,W,2,I,,,,,,0,
52496,143,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,G6,47,0000022114,W,2,I,,,,,,0,
52496,144,Axillary Process,,,,0,0,,,,,,,,2,3,1400002561,H6,48,0000022114,W,2,I,,,,,,0,
52496,145,Axillary Process,,,,0,0,,,,,,,,2,4,1400002562,A1,1,0000022114,W,2,I,,,,,,0,
52496,146,Axillary Process,,,,0,0,,,,,,,,2,4,1400002562,B1,2,0000022114,W,2,I,,,,,,0,
52496,147,Axillary Process,,,,0,0,,,,,,,,2,4,1400002562,C1,3,0000022114,W,2,I,,,,,,0,
52496,148,Axillary Process,,,,0,0,,,,,,,,2,4,1400002562,D1,4,0000022114,W,2,I,,,,,,0,
52496,149,Axillary Process,,,,0,0,,,,,,,,2,4,1400002562,E1,5,0000022114,W,2,I,,,,,,0,
52496,150,Axillary Process,,,,0,0,,,,,,,,2,4,1400002562,F1,6,0000022114,W,2,I,,,,,,0,
52496,151,Axillary Process,,,,0,0,,,,,,,,2,4,1400002562,G1,7,0000022114,W,2,I,,,,,,0,
52496,152,Axillary Process,,,,0,0,,,,,,,,2,4,1400002562,H1,8,0000022114,W,2,I,,,,,,0,
52496,1,Heart,,,,0,0,,,,,,,,2,1,1400002559,A1,1,0000022114,W,2,I,,,,,,0,
